UpOctUL,UpOctDL,ConnMean,AttOutExecInterXn,SuccOutInterXn,ULMeanNL,MaxTxPower,TransRateMean,RSRP,RSRQ,Label
17131.3,138551,12,197,193,-117,314,215,-96,-14,2
43714.2,342645,15,207,191,-137,323,258,-91,-13,2
39958.4,317451,12,162,157,-92,327,248,-88,-12,3
2511.72,37843.4,8,118,54,-109,212,226,-94,-13,4
63504.4,518640,13,187,183,-126,324,265,-90,-12,2
15063.2,122821,11,177,174,-114,251,259,-89,-12,0
78604.5,627200,13,179,178,-108,339,256,-88,-12,2
29698.7,233494,9,122,114,-116,143,209,-98,-14,1
3497.3,51855.9,12,190,72,-103,241,233,-92,-13,4
63480.2,505344,13,202,187,-92,314,250,-90,-13,3
44494.5,357066,11,160,147,-124,241,237,-94,-13,0
30625.1,457796,11,182,25,-95,218,250,-91,-13,4
64861.9,520184,13,207,197,-91,350,262,-91,-13,3
6649.65,52740.2,11,160,153,-118,250,212,-96,-13,0
17079.9,138332,6,93,86,-113,132,110,-115,-16,1
61105.2,487467,12,180,165,-124,247,204,-97,-13,0
5296.99,80451.1,9,144,66,-102,233,219,-97,-13,4
11859.7,92913.8,10,142,138,-112,230,224,-95,-13,0
11887.5,177911,9,131,44,-93,251,211,-97,-14,4
21925.5,327571,8,116,39,-94,255,211,-97,-13,4
2872.91,42945,10,143,36,-107,259,244,-89,-12,4
17402.6,263174,8,115,54,-101,236,253,-89,-13,4
19330.4,155254,9,133,126,-144,263,225,-94,-13,0
7609.12,113737,10,163,32,-98,246,244,-94,-13,4
11958,96937.4,14,180,167,-90,329,261,-89,-12,3
10739.8,85993.5,12,187,176,-115,333,259,-87,-12,2
19885.7,299004,10,142,53,-103,255,226,-90,-13,4
28659.2,225654,17,234,234,-119,350,225,-94,-13,2
10367.8,82985,12,176,165,-91,336,242,-91,-13,3
12377.2,99379.9,10,145,140,-119,234,223,-96,-13,0
10362.4,155282,9,129,29,-91,265,206,-95,-13,4
14615.9,220399,8,121,43,-98,244,196,-100,-14,4
36765.1,292518,8,120,113,-108,145,156,-108,-15,1
58534.4,466599,13,195,193,-133,321,255,-93,-13,2
29348.4,234598,11,163,151,-116,331,244,-91,-13,2
5325.69,42909.9,9,144,134,-123,235,187,-101,-14,0
28039.3,226982,13,217,208,-124,334,259,-91,-13,2
8279.27,65736.2,10,166,153,-108,239,186,-102,-14,0
31174.8,472247,13,206,77,-96,237,242,-93,-13,4
11157,88113.5,13,197,193,-90,322,262,-90,-12,3
44426.4,352851,11,179,166,-114,172,260,-89,-12,1
15949.5,130255,11,175,167,-109,232,251,-90,-13,0
7617.62,115142,10,158,48,-101,236,231,-91,-13,4
47612.3,379739,13,204,186,-115,359,253,-89,-12,2
11342.5,90016.6,10,144,140,-89,355,251,-88,-12,3
12772.4,102407,11,167,158,-126,322,252,-91,-13,2
14517.7,117851,10,152,137,-111,340,269,-85,-12,2
2241.34,17596.5,8,123,111,-116,157,195,-99,-14,1
8311.78,123417,11,164,67,-97,220,226,-93,-13,4
14710.1,117450,11,160,149,-95,338,224,-91,-13,3
3800.36,56782.7,8,128,20,-90,224,215,-98,-14,4
13560.6,204426,14,195,31,-104,249,218,-96,-13,4
61209,478574,10,147,134,-130,145,96,-116,-16,1
45471.4,370678,13,196,178,-113,347,242,-92,-13,3
7260.66,57328.6,12,202,197,-110,331,232,-93,-13,2
16195,128439,9,134,121,-91,311,264,-91,-13,3
29900,448623,10,153,68,-94,266,250,-92,-13,4
20580.5,165320,10,153,144,-113,316,262,-88,-12,2
9450.22,73844.4,11,157,150,-128,148,183,-101,-14,1
3970.48,31433.2,14,202,188,-100,311,266,-88,-12,3
18266.1,143212,13,199,185,-86,337,253,-89,-12,3
15881.5,235262,8,115,1,-91,251,233,-92,-13,4
9829.77,78879.9,11,157,153,-109,255,203,-97,-14,0
10791.6,85499.4,10,154,154,-117,267,221,-93,-13,0
12824.5,100643,8,121,119,-128,137,141,-108,-15,1
31856.8,251939,11,165,156,-109,323,265,-87,-12,2
23200.3,348129,8,124,46,-104,242,170,-104,-14,4
10007.1,79177.1,12,170,163,-90,335,255,-91,-13,3
62975,506929,11,164,150,-109,253,233,-93,-13,0
3271.16,49155.2,11,160,35,-89,248,230,-96,-13,4
1991.1,29965.8,12,185,35,-95,263,216,-97,-14,4
33519.2,266133,8,120,111,-111,218,201,-98,-14,0
16478.1,133490,11,168,153,-91,322,232,-95,-13,3
7685.21,115772,10,155,42,-97,238,205,-98,-14,4
15584.6,233731,8,122,29,-99,252,262,-87,-12,4
31858.4,258375,9,137,128,-111,227,248,-93,-13,0
20771.3,168343,8,122,111,-112,166,197,-101,-14,1
39627,313843,9,127,117,-120,143,199,-99,-14,1
71248.4,579615,17,223,210,-109,297,251,-91,-13,2
11019,87846.6,8,136,129,-119,243,236,-93,-13,0
31894.3,248745,8,121,118,-108,216,232,-94,-13,0
7593.86,112870,10,137,33,-88,234,229,-93,-13,4
62674,500576,12,201,182,-91,339,216,-96,-13,3
5895.71,48245.3,11,177,164,-133,339,279,-90,-13,2
9286.07,138445,10,147,65,-98,257,227,-94,-13,4
4822.25,73003,8,121,58,-89,245,192,-100,-14,4
2679.8,21803.5,5,74,68,-106,154,167,-104,-15,1
25681.8,387660,9,144,18,-105,248,246,-91,-13,4
20519.5,160035,7,91,88,-131,123,52,-125,-18,1
1734.99,26061.8,12,186,49,-92,242,218,-96,-13,4
22589.3,180083,16,232,211,-94,341,231,-92,-13,3
2719.41,21802.3,9,129,118,-124,160,209,-97,-14,1
18448.2,145747,10,135,125,-89,309,273,-88,-12,3
25634.9,205980,12,173,168,-89,339,264,-88,-12,3
40277.1,320538,11,140,133,-129,155,191,-101,-14,1
60797.7,488048,12,163,160,-121,238,229,-93,-13,0
9961.99,80427.5,9,127,119,-116,160,206,-97,-13,1
2596.16,39134.8,9,138,22,-96,243,237,-92,-13,4
6336.35,51012.8,7,109,103,-116,240,188,-100,-14,0
6953.17,104800,12,185,62,-96,260,254,-89,-12,4
31294.5,250326,14,202,194,-120,346,240,-90,-12,2
15998.6,128793,11,149,137,-122,318,247,-91,-13,2
16362.9,244748,13,188,27,-98,244,224,-93,-13,4
12572.3,189702,10,147,11,-90,213,240,-95,-13,4
14392.2,219365,7,108,48,-100,248,215,-98,-13,4
12539.9,101039,10,139,136,-129,332,227,-94,-13,2
23120.7,181646,10,155,141,-118,149,202,-100,-14,1
5637.13,44636.1,10,155,154,-139,128,185,-102,-14,1
23944.5,192086,7,95,86,-108,176,148,-107,-15,1
13099.2,104851,10,153,143,-109,251,201,-97,-13,0
14668.3,221725,9,140,45,-88,258,260,-88,-12,4
2981.84,23772.3,11,160,148,-126,293,227,-93,-13,2
20613.7,162604,6,85,82,-127,142,203,-100,-14,1
13606.4,108986,8,120,113,-136,158,211,-97,-14,1
2039.41,30385.1,12,173,14,-97,259,252,-91,-13,4
9517.76,76083.1,11,180,171,-108,134,178,-103,-14,1
54902.1,441177,12,166,164,-112,331,234,-94,-13,2
39764.8,329405,9,127,124,-115,217,234,-92,-13,0
25111.5,202564,17,273,246,-143,324,240,-91,-12,2
4280.23,64054.1,14,219,81,-89,231,261,-89,-12,4
38581.6,308422,8,114,110,-110,154,182,-102,-14,1
31222.5,251438,13,173,168,-92,323,232,-94,-13,3
8796.61,134272,10,162,5,-94,242,257,-86,-12,4
65041.3,518010,12,176,162,-90,326,248,-89,-13,3
5026.48,39308.7,17,235,225,-112,320,235,-92,-13,2
4166.35,61923.1,10,155,17,-88,227,229,-94,-13,4
10328.7,155579,9,131,22,-94,281,225,-94,-13,4
17172.9,260396,14,185,18,-89,217,193,-100,-14,4
60536.6,488200,12,181,170,-91,339,257,-87,-12,3
6275.23,94017.2,14,213,96,-97,259,251,-91,-13,4
12063,179597,10,148,50,-93,251,232,-91,-13,4
36428.9,294034,11,173,169,-96,302,265,-88,-12,3
86131.5,685227,14,214,205,-115,357,249,-89,-12,2
2501.81,19957.3,10,161,152,-119,143,176,-103,-15,1
16785.8,134184,12,192,189,-111,336,253,-90,-13,2
28833.4,231358,11,180,164,-127,310,231,-95,-13,2
63359.3,498134,12,161,152,-127,336,268,-87,-12,2
20893,163771,5,73,69,-125,170,206,-99,-14,1
8576.83,69966.3,6,87,80,-119,147,163,-105,-15,1
23064.1,184882,7,107,103,-119,154,227,-94,-13,1
19358.7,288970,9,134,15,-93,213,232,-94,-13,4
26556.3,401751,9,133,13,-93,233,189,-100,-14,4
3151.44,24587.9,11,172,164,-111,353,206,-95,-13,2
54590.9,435832,16,212,201,-118,329,215,-97,-13,2
62974.8,494932,12,181,170,-107,233,187,-100,-14,0
50853.9,414221,12,179,167,-91,327,251,-91,-13,3
12045.9,94113.7,14,219,211,-92,348,254,-87,-12,3
2348.83,19331,9,141,138,-102,151,215,-97,-13,1
25796.3,206274,9,147,135,-112,240,238,-92,-13,0
11977.7,95878.5,11,171,166,-124,341,264,-88,-12,2
3609.59,28614.8,13,175,161,-114,344,277,-86,-12,2
16574.6,131684,11,159,158,-121,221,251,-92,-13,0
24271.5,196895,7,108,102,-114,161,201,-97,-14,1
56086.1,446259,12,210,189,-139,320,239,-91,-13,2
50727.3,399168,11,160,154,-91,349,255,-91,-12,3
23175.3,189851,10,165,162,-133,154,173,-103,-14,1
22627.4,179857,15,213,212,-92,316,213,-94,-13,3
7839.72,62034.1,12,170,168,-118,309,234,-92,-13,2
61263.8,488044,13,191,174,-107,350,247,-92,-13,2
15501.7,121315,4,57,56,-115,154,189,-101,-14,1
8564.71,68966.4,11,171,160,-131,231,225,-97,-13,0
55558.5,451558,11,159,150,-95,316,194,-98,-14,3
14042.7,109970,13,169,167,-124,343,246,-94,-13,2
20612.8,308541,7,109,5,-86,257,225,-98,-13,4
32376.8,253935,12,169,163,-108,238,250,-91,-13,0
19431.4,155904,7,100,91,-134,242,217,-96,-13,0
3666.96,29471.6,13,181,174,-111,336,237,-92,-13,2
58304,468013,12,194,190,-96,355,271,-89,-12,3
5355.08,43752.2,7,106,105,-121,167,195,-101,-14,1
11217.8,89809.4,10,159,152,-117,254,261,-88,-12,0
56173.5,449000,14,208,195,-89,319,256,-88,-12,3
44415.8,352277,11,170,165,-107,326,247,-88,-12,2
45604.2,359646,11,157,150,-141,312,235,-90,-13,2
8116.12,65229.2,7,106,105,-112,157,190,-104,-15,1
58055.5,458051,11,156,142,-133,235,254,-93,-13,0
48705.8,395956,11,157,157,-123,334,276,-87,-12,2
12200.5,96603.5,10,149,147,-92,328,190,-98,-13,3
9481.77,76313.4,8,132,122,-119,149,155,-106,-15,1
11633.9,93258.7,9,131,122,-126,150,199,-101,-14,1
7650.3,61874.2,9,135,130,-130,318,176,-100,-14,2
17585.1,264576,8,113,24,-106,230,199,-96,-13,4
23583.8,353691,9,141,19,-92,264,193,-101,-14,4
20730,169293,8,117,114,-116,155,210,-95,-13,1
8915.94,71924.8,11,160,150,-118,330,242,-92,-13,2
1526.3,23148.8,11,175,35,-92,245,236,-94,-13,4
2165.77,17128.2,8,119,109,-113,133,221,-96,-13,1
8386.22,67494,10,151,142,-126,238,233,-93,-13,0
17621.1,263243,10,129,19,-104,217,219,-96,-14,4
15809.9,125647,15,210,190,-84,326,245,-91,-13,3
30313,241624,11,176,173,-90,309,250,-91,-13,3
11797.8,176637,10,136,19,-99,248,212,-96,-13,4
28534.6,232775,16,239,218,-106,325,270,-88,-12,3
5134.88,77280.7,11,168,20,-92,246,237,-95,-13,4
27245.8,412485,12,175,22,-92,220,184,-101,-14,4
62489.3,501704,16,230,217,-89,312,233,-94,-13,3
69406,552362,14,225,203,-112,319,228,-94,-13,2
57314.5,457201,10,146,134,-125,233,184,-103,-14,0
32322.8,253190,11,157,153,-90,330,282,-86,-12,3
47458.1,384806,10,135,128,-89,328,254,-92,-13,3
6380.88,94426.1,11,162,76,-99,215,225,-97,-13,4
19107.1,290612,11,166,22,-93,258,254,-89,-12,4
28294.2,226708,13,205,192,-115,350,259,-89,-12,2
75003.5,610442,12,189,177,-130,326,244,-91,-13,2
19196.1,155377,16,243,227,-94,336,248,-89,-12,3
11228.2,167952,8,120,22,-103,231,244,-90,-13,4
81683.1,652016,14,196,187,-125,334,243,-92,-13,2
1214.74,18282.8,8,119,44,-91,264,251,-90,-12,4
38556.2,313717,13,214,194,-91,340,253,-91,-13,3
39053.9,309413,9,135,122,-87,331,236,-92,-13,3
28157.9,226564,13,186,178,-99,340,257,-90,-12,3
3587.27,28381,12,178,171,-126,336,251,-90,-12,2
36011.6,291625,7,95,86,-117,145,192,-101,-14,1
42150.6,332416,11,170,161,-90,357,256,-89,-13,3
7582.56,60988,9,134,122,-133,155,143,-110,-15,1
19617,161032,8,114,108,-137,132,146,-111,-16,1
1962.95,29342.3,13,211,94,-98,243,206,-98,-13,4
11641.6,175064,10,153,30,-97,235,239,-93,-13,4
18786.3,149820,8,113,111,-113,250,212,-99,-14,0
49387.7,385675,11,149,136,-109,231,244,-91,-13,0
21751.1,325287,9,122,7,-97,229,242,-91,-13,4
31911.2,250677,6,92,88,-124,130,196,-101,-14,1
6597.82,98936.7,10,127,23,-89,245,276,-88,-12,4
1664.04,24896,10,156,50,-94,224,218,-96,-13,4
63149.2,498534,11,161,160,-119,252,233,-92,-13,0
16043.3,129731,11,160,157,-109,241,203,-97,-14,0
49207.2,393636,10,141,131,-127,220,265,-89,-12,0
44344.3,349772,9,130,119,-118,169,186,-102,-14,1
16742.9,134675,14,224,222,-108,336,257,-90,-12,3
23214.9,187565,5,79,77,-126,145,200,-100,-14,1
20906.4,169147,15,207,193,-113,306,192,-98,-14,2
43361.8,344447,7,106,104,-107,157,155,-107,-15,1
3012.86,24072,11,148,148,-127,345,247,-90,-13,2
20039.1,161589,9,133,122,-125,244,195,-101,-14,0
41742,337701,9,141,137,-119,168,174,-104,-14,1
57452.1,454788,13,198,184,-129,222,164,-106,-15,0
15349.9,230368,8,117,24,-105,223,165,-105,-15,4
25836.5,205055,9,137,134,-114,155,224,-97,-14,1
59680.2,476677,12,190,179,-93,329,259,-89,-12,3
47515.5,389247,11,163,161,-126,241,201,-95,-13,0
16691.3,133367,11,157,143,-125,331,255,-87,-12,2
10187.5,80623.7,17,274,256,-96,322,263,-89,-12,3
84766.5,682829,15,239,233,-116,318,283,-86,-12,2
17284.5,256183,9,136,51,-97,245,232,-92,-12,4
3666.6,29565.5,14,212,195,-89,343,264,-89,-12,3
11395.2,91115.6,8,110,109,-133,229,220,-96,-14,0
15174.9,121865,13,207,202,-122,365,229,-91,-13,2
28482.2,229692,13,188,176,-119,298,239,-92,-13,2
17061.8,255777,9,131,44,-102,228,208,-98,-14,4
30547.2,240131,11,180,180,-88,317,237,-92,-13,3
23912.5,191389,5,73,66,-122,162,221,-94,-13,1
18035.8,145446,11,168,159,-85,346,265,-90,-13,3
2746.77,21984.2,10,156,150,-133,257,246,-92,-13,0
46324.2,374442,10,151,143,-89,339,250,-90,-12,3
64315.2,522655,13,195,180,-120,319,230,-93,-13,2
8457.08,67593.8,10,158,151,-108,255,235,-91,-13,0
33159.1,261826,8,123,119,-129,233,236,-94,-13,0
22844.8,181644,16,235,213,-91,339,262,-89,-12,3
26958.2,214919,10,149,139,-134,339,253,-89,-12,2
32308.2,255807,9,127,123,-128,148,216,-97,-14,1
18349.6,144282,15,226,222,-90,339,265,-88,-12,3
50435.1,401792,10,150,139,-81,355,243,-92,-13,3
29532.3,238774,12,165,163,-91,310,217,-97,-13,3
5593.57,84560.3,12,175,72,-99,234,217,-95,-13,4
3935.23,31375.1,13,179,164,-129,346,272,-86,-12,2
17628.8,263627,12,196,96,-88,232,182,-102,-14,4
28990.5,434307,9,128,2,-92,214,160,-107,-15,4
7352.36,111040,12,154,41,-91,257,243,-92,-13,4
23828.9,194661,7,102,94,-143,149,176,-104,-14,1
56131.6,445706,10,149,136,-112,245,167,-104,-14,0
22790.4,182038,8,131,120,-116,254,236,-94,-13,0
50705.1,409940,10,153,144,-86,320,212,-96,-14,3
19035.2,153736,8,126,124,-119,143,179,-103,-15,1
50574.3,413657,11,166,156,-106,244,240,-92,-13,0
6375.86,51899.4,8,109,104,-117,230,235,-92,-13,0
16201.2,129231,14,202,190,-137,326,280,-85,-12,2
42958.6,347877,8,124,120,-129,254,252,-89,-12,0
35337.9,279179,16,229,209,-93,346,269,-88,-12,3
15831.3,127770,11,160,159,-110,337,255,-89,-13,2
64396.7,501577,13,216,207,-115,245,246,-92,-13,0
10945.6,86061.3,5,75,75,-114,153,142,-108,-15,1
8754.32,69418.3,9,132,121,-131,260,227,-97,-14,0
20552.7,307811,14,224,15,-85,245,228,-91,-13,4
3828.15,57468.5,12,182,23,-94,226,232,-95,-13,4
42828.5,342186,16,225,222,-121,339,244,-91,-13,2
22484.5,180777,10,140,131,-108,239,238,-95,-13,0
18377.3,148361,6,86,81,-126,153,190,-101,-14,1
20346,164886,6,98,95,-127,161,148,-109,-15,1
8252.56,66082.2,7,106,102,-114,243,194,-100,-14,0
29601.5,238797,9,126,121,-109,152,150,-108,-15,1
19459,153845,13,198,192,-108,313,236,-93,-13,2
19622.4,296514,9,141,15,-103,246,231,-91,-13,4
1565.21,23220.7,10,134,58,-96,218,253,-91,-13,4
8587.54,66861.4,10,139,137,-131,348,250,-92,-13,2
2683.17,21443.5,9,145,137,-125,151,202,-98,-14,1
36235.3,290119,8,121,113,-117,222,234,-92,-13,0
6750.87,54749.4,12,169,161,-128,299,243,-92,-13,2
3174.82,25594.3,11,162,157,-106,227,250,-91,-13,0
19810.2,159598,7,114,106,-106,141,230,-95,-13,1
33359.1,268354,9,163,157,-114,234,219,-95,-13,0
28471.8,230163,12,177,163,-121,223,212,-95,-13,0
3661.15,28766.7,13,191,178,-90,325,255,-88,-12,3
72902.1,582185,14,192,176,-86,351,243,-89,-13,3
7290.09,56944.8,7,102,97,-107,253,238,-93,-13,0
7919.67,63847.1,14,202,202,-86,327,234,-91,-13,3
32911.3,263009,11,169,153,-114,233,210,-100,-14,0
11557.4,93075.2,11,156,147,-129,158,168,-104,-15,1
60707,494517,11,171,158,-120,255,223,-95,-13,0
14714.5,221011,7,103,39,-94,259,226,-95,-13,4
60850,494305,15,226,222,-90,321,250,-88,-12,3
34052.8,508857,13,181,1,-99,256,259,-89,-12,4
7204.63,58260.4,13,198,194,-86,300,213,-93,-13,3
51391.6,415174,11,191,191,-107,333,226,-94,-13,3
4177.86,33490.1,7,102,97,-111,228,223,-93,-13,0
3986.47,60312.7,9,145,63,-95,220,239,-94,-13,4
17057.5,137403,11,181,173,-116,226,211,-94,-13,0
3082.28,24568.3,12,190,186,-88,314,249,-94,-13,3
49600.6,401592,10,146,136,-121,155,180,-102,-14,1
5760.77,46170.2,9,117,116,-124,215,223,-94,-13,0
11074.7,165911,7,97,32,-87,236,189,-101,-14,4
8846.7,70947,16,240,217,-87,307,209,-97,-14,3
32922.3,261785,15,214,211,-111,322,258,-90,-12,2
12116.6,97647.4,9,132,130,-143,259,229,-93,-13,0
26399.5,216450,8,117,113,-143,238,178,-104,-14,0
20684,165355,13,198,197,-110,331,228,-94,-13,3
49618.8,396557,15,228,215,-95,344,221,-95,-13,3
1540.65,22928.5,10,153,39,-96,266,205,-99,-14,4
46639.4,374768,8,123,118,-107,249,253,-91,-13,0
10896.5,163751,8,121,32,-95,230,244,-91,-13,4
7425.56,59059.3,13,194,179,-91,357,269,-87,-12,3
36288.2,547582,12,197,58,-91,244,252,-88,-12,4
34993.3,518326,10,158,64,-95,244,207,-97,-13,4
49469.8,396819,10,154,141,-132,233,208,-96,-13,0
1734.62,14061.9,6,81,74,-106,119,113,-114,-16,1
8562.61,68761,12,174,172,-89,335,238,-92,-13,3
4837.3,39028.1,8,107,98,-114,214,188,-102,-14,0
12581.7,101507,9,142,134,-94,361,244,-88,-12,3
17124.7,138918,12,188,177,-115,328,272,-88,-12,2
6500.66,97823.5,12,172,23,-91,262,228,-95,-13,4
7372.95,110765,12,165,37,-98,231,197,-99,-14,4
38943,313675,8,114,104,-122,205,165,-106,-15,1
12980.4,103742,16,248,239,-84,323,247,-89,-12,3
37004,298989,14,191,182,-101,324,237,-93,-13,3
3064.41,24329.3,11,147,140,-115,170,186,-100,-14,1
4674.16,37338.6,5,75,69,-121,135,166,-105,-15,1
30644,247270,8,122,111,-111,167,219,-95,-13,1
29165,233560,8,121,120,-123,220,260,-91,-13,0
1452.89,21887.7,10,149,8,-92,247,246,-92,-13,4
32877.3,259097,14,207,201,-112,229,252,-91,-13,0
10237.3,153200,13,186,33,-90,250,234,-92,-13,4
62918.4,505462,14,196,186,-86,354,274,-87,-12,3
1117.03,16651,8,125,0,-97,235,192,-101,-14,4
8087.43,64223.3,7,95,93,-125,154,185,-101,-14,1
9763.55,76902.7,16,266,244,-110,316,257,-92,-13,2
46524.2,372631,11,164,154,-114,120,132,-112,-15,1
8141.26,65911.5,14,199,182,-93,321,251,-90,-13,3
11870.2,92857.3,9,125,118,-118,242,230,-96,-14,0
33854.7,269338,13,199,184,-90,337,249,-90,-13,3
38722.6,579164,13,193,43,-94,245,210,-98,-14,4
50875.6,411707,9,121,114,-127,252,226,-94,-13,0
13359.1,108120,15,214,212,-107,352,236,-93,-13,2
1713.2,13816.3,6,92,88,-107,134,125,-112,-16,1
32964.2,266349,12,192,174,-89,315,236,-95,-13,3
24818.5,197708,9,136,126,-111,234,222,-92,-13,0
33331.7,266033,8,129,128,-124,157,197,-99,-14,1
8272.75,65933.5,14,213,194,-87,336,268,-88,-12,3
3664.63,54480.8,8,120,53,-95,262,260,-87,-12,4
12544.1,99802.5,12,162,152,-131,234,224,-95,-13,0
1169.89,17477.3,8,119,41,-92,258,271,-88,-12,4
68895.1,543925,16,252,237,-113,331,260,-90,-12,2
15588.5,123952,13,214,193,-122,244,205,-99,-14,0
35488.7,284178,8,113,108,-112,154,152,-108,-15,1
10602.9,84120.1,12,171,164,-98,343,239,-94,-13,3
41580.1,338429,14,212,197,-87,326,234,-91,-13,3
83190,648877,14,183,181,-121,328,238,-93,-13,2
10388.3,82416.5,12,192,183,-85,339,205,-98,-14,3
55670.7,453551,12,202,185,-121,328,182,-102,-14,2
10496.4,157700,11,172,65,-96,240,213,-96,-13,4
8037.3,64309.4,15,234,225,-103,321,197,-99,-14,3
65741.7,528739,12,196,194,-93,342,222,-95,-13,3
3347.32,50463.9,11,169,28,-92,229,171,-104,-14,4
11930.6,96937,10,156,156,-112,173,234,-93,-13,1
10830.8,87075.7,10,140,137,-121,266,236,-92,-13,0
22983.8,187160,9,139,128,-114,144,176,-104,-14,1
5247.72,78589.9,12,178,81,-94,243,255,-90,-13,4
9851.24,146912,9,146,33,-89,255,249,-88,-12,4
35018.7,280553,8,119,116,-116,132,173,-103,-14,1
9967.18,150401,13,204,61,-91,256,237,-92,-13,4
31681.7,475426,14,239,51,-94,243,199,-97,-13,4
31571.6,473222,11,181,85,-89,247,250,-91,-13,4
17235.9,137790,10,132,127,-126,232,225,-93,-13,0
45617.1,370335,12,190,186,-93,318,225,-94,-13,3
19657.5,154220,13,184,178,-129,304,221,-96,-13,2
38718.6,308454,14,228,222,-92,333,244,-92,-13,3
27936.1,221749,11,150,143,-127,342,223,-94,-13,2
23672.1,187303,13,194,182,-89,302,228,-93,-13,3
19772.3,155000,14,205,194,-121,324,264,-91,-13,2
4739.61,37827.2,9,112,111,-128,247,201,-98,-14,0
16581.9,134631,11,168,158,-125,346,257,-92,-13,2
2608.44,39494.8,8,130,19,-100,254,245,-92,-13,4
60292.4,476904,12,170,155,-136,228,248,-93,-13,0
19362.7,151966,12,172,156,-86,326,231,-91,-13,3
47730,375653,15,230,229,-123,327,272,-87,-12,2
39706.9,316712,12,178,163,-90,342,266,-89,-13,3
18181,143913,12,191,191,-86,336,225,-94,-13,3
31695,476868,12,200,29,-92,233,224,-96,-13,4
18103,144014,10,164,154,-111,226,195,-100,-14,0
25267.1,379358,12,160,5,-100,233,185,-100,-14,4
38294.6,316503,9,128,127,-123,143,233,-96,-14,1
27390.1,216826,10,142,132,-119,153,193,-101,-14,1
2363.17,19151.6,8,129,128,-131,224,187,-99,-14,0
42334.4,339040,12,194,186,-89,340,256,-90,-13,3
27572.5,215956,6,90,82,-140,161,178,-100,-14,1
6588.43,51794.3,11,185,179,-126,219,212,-97,-13,0
10938.4,85959.5,13,217,216,-104,342,273,-88,-12,3
5244.09,41882.7,7,100,98,-128,142,167,-105,-15,1
22649.2,177754,13,209,190,-90,324,237,-91,-13,3
45661.4,359602,10,171,159,-114,216,231,-90,-13,0
50013.5,392565,11,169,163,-130,353,248,-90,-12,2
1286.08,19282.1,9,127,34,-97,254,247,-89,-12,4
39130.6,317130,10,150,136,-129,245,244,-90,-13,0
42075.7,334097,9,122,113,-128,220,246,-88,-12,0
27840,223961,12,164,164,-134,328,268,-88,-12,2
8040.65,65170,6,95,91,-105,120,173,-102,-14,1
28225,226142,8,124,120,-130,216,192,-101,-14,0
39449.8,320362,11,157,152,-88,319,253,-92,-13,3
7211.83,56531.1,13,188,181,-104,341,272,-87,-12,3
3159.95,25407.4,11,161,145,-110,326,243,-91,-13,2
61152,487665,12,195,181,-92,301,229,-93,-13,3
13146.5,105636,10,120,119,-113,239,229,-95,-13,0
42944.5,337711,9,138,131,-127,233,220,-96,-13,0
1778.87,26516.7,11,168,21,-90,231,243,-90,-13,4
3717.83,30703.5,14,188,172,-116,323,219,-97,-13,2
23959.1,195000,15,239,223,-116,321,236,-94,-13,2
11502.2,90964.3,14,214,209,-125,246,221,-95,-13,0
13476.4,106393,16,249,227,-108,315,254,-89,-13,2
10308.7,82594.7,13,188,183,-88,344,271,-90,-12,3
42957.2,339551,10,157,154,-126,138,180,-102,-14,1
58200.2,459559,14,219,212,-91,344,270,-88,-12,3
46851.1,366164,14,220,217,-128,243,270,-90,-13,0
22115.6,173902,10,162,152,-108,151,139,-109,-15,1
32425.4,259833,12,168,158,-91,340,232,-92,-13,3
11293.3,169342,9,142,21,-102,249,234,-93,-13,4
5463.53,43938.8,10,125,119,-115,168,165,-107,-15,1
53229.3,427489,15,240,217,-122,354,270,-89,-12,2
8817.49,70457.9,11,173,158,-88,320,254,-91,-13,3
14109.9,114944,12,200,184,-89,327,230,-93,-13,3
4530.98,67709.8,9,124,22,-87,234,226,-96,-13,4
10820.3,86396.1,6,86,85,-113,159,35,-128,-18,1
16467.7,129949,9,134,130,-125,225,175,-103,-14,0
4573.72,37413.2,8,113,105,-117,232,203,-101,-14,0
6644.79,52011.6,12,178,174,-91,351,283,-86,-12,3
8108.75,64927,7,100,100,-122,158,93,-118,-17,1
27392.6,220451,8,128,124,-108,230,232,-94,-13,0
38997.3,321847,8,126,125,-112,156,162,-107,-15,1
25743.7,208288,14,214,205,-89,312,252,-88,-12,3
25994.4,205920,9,140,136,-124,118,176,-103,-14,1
35894.4,278968,12,175,163,-112,338,250,-91,-12,2
7929.38,118969,12,160,44,-102,241,214,-96,-13,4
13706.7,112861,13,210,207,-113,348,254,-91,-13,2
2532.35,20274.4,10,147,141,-114,147,177,-102,-14,1
2323.75,18718.6,8,117,109,-134,162,170,-105,-15,1
24473,192720,9,138,138,-112,244,205,-98,-14,0
52792.5,425082,12,168,160,-89,348,231,-93,-13,3
6910.75,54010,8,127,120,-136,155,179,-102,-15,1
8533.13,70165.8,6,86,83,-110,163,149,-108,-15,1
26713.8,212117,7,102,102,-126,153,151,-107,-15,1
19131.1,287933,9,132,58,-97,258,189,-101,-14,4
39589.8,318578,8,130,126,-111,231,166,-104,-14,0
35843.2,280392,10,145,136,-117,331,246,-93,-13,2
31194.6,241158,9,143,133,-125,263,195,-98,-14,0
74613.1,596555,15,232,228,-106,338,262,-88,-12,2
6260.12,49857.9,11,162,157,-123,349,254,-88,-12,2
1816.34,27312.4,13,186,77,-100,250,246,-92,-13,4
